iteration,train_loss,test_mse,consensus_error,comm_volume
561,0.0,,,469832
562,0.0,,,470668
563,0.0,,,471504
564,0.0,,,472340
565,0.0,,,473176
566,0.0,,,474012
567,0.0,,,474848
568,0.0,,,475684
569,0.0,,,476520
570,0.0,,,477356
571,0.0,,,478192
572,0.0,,,479028
573,0.0,,,479864
574,0.0,,,480700
575,0.0,,,481536
576,0.0,,,482372
577,0.0,,,483208
578,0.0,,,484044
579,0.0,,,484880
580,0.0,,,485716
581,0.0,,,486552
582,0.0,,,487388
583,0.0,,,488224
584,0.0,,,489060
585,0.0,,,489896
586,0.0,,,490732
587,0.0,,,491568
588,0.0,,,492404
589,0.0,,,493240
590,0.0,,,494076
591,0.0,,,494912
592,0.0,,,495748
593,0.0,,,496584
594,0.0,,,497420
595,0.0,,,498256
596,0.0,,,499092
597,0.0,,,499928
598,0.0,,,500764
599,0.0,,,501600
600,0.0,,,502436
601,0.0,,,503272
602,0.0,,,504108
603,0.0,,,504944
604,0.0,,,505780
605,0.0,,,506616
606,0.0,,,507452
607,0.0,,,508288
608,0.0,,,509124
609,0.0,,,509960
610,0.0,,,510796
611,0.0,,,511632
612,0.0,,,512468
613,0.0,,,513304
614,0.0,,,514140
615,0.0,,,514976
616,0.0,,,515812
617,0.0,,,516648
618,0.0,,,517484
619,0.0,,,518320
620,0.0,,,519156
621,0.0,,,519992
622,0.0,,,520828
623,0.0,,,521664
624,0.0,,,522500
625,0.0,,,523336
626,0.0,,,524172
627,0.0,,,525008
628,0.0,,,525844
629,0.0,,,526680
630,0.0,,,527516
631,0.0,,,528352
632,0.0,,,529188
633,0.0,,,530024
634,0.0,,,530860
635,0.0,,,531696
636,0.0,,,532532
637,0.0,,,533368
638,0.0,,,534204
639,0.0,,,535040
640,0.0,,,535876
641,0.0,,,536712
642,0.0,,,537548
643,0.0,,,538384
644,0.0,,,539220
645,0.0,,,540056
646,0.0,,,540892
647,0.0,,,541728
648,0.0,,,542564
649,0.0,,,543400
650,0.0,,,544236
651,0.0,,,545072
652,0.0,,,545908
653,0.0,,,546744
654,0.0,,,547580
655,0.0,,,548416
656,0.0,,,549252
657,0.0,,,550088
658,0.0,,,550924
659,0.0,,,551760
660,0.0,,,552596
661,0.0,,,553432
662,0.0,,,554268
663,0.0,,,555104
664,0.0,,,555940
665,0.0,,,556776
666,0.0,,,557612
667,0.0,,,558448
668,0.0,,,559284
669,0.0,,,560120
670,0.0,,,560956
671,0.0,,,561792
672,0.0,,,562628
673,0.0,,,563464
674,0.0,,,564300
675,0.0,,,565136
676,0.0,,,565972
677,0.0,,,566808
678,0.0,,,567644
679,0.0,,,568480
680,0.0,,,569316
681,0.0,,,570152
682,0.0,,,570988
683,0.0,,,571824
684,0.0,,,572660
685,0.0,,,573496
686,0.0,,,574332
687,0.0,,,575168
688,0.0,,,576004
689,0.0,,,576840
690,0.0,,,577676
691,0.0,,,578512
692,0.0,,,579348
693,0.0,,,580184
694,0.0,,,581020
695,0.0,,,581856
696,0.0,,,582692
697,0.0,,,583528
698,0.0,,,584364
699,0.0,,,585200
700,0.0,,,586036
701,0.0,,,586872
702,0.0,,,587708
703,0.0,,,588544
704,0.0,,,589380
705,0.0,,,590216
706,0.0,,,591052
707,0.0,,,591888
708,0.0,,,592724
709,0.0,,,593560
710,0.0,,,594396
711,0.0,,,595232
712,0.0,,,596068
713,0.0,,,596904
714,0.0,,,597740
715,0.0,,,598576
716,0.0,,,599412
717,0.0,,,600248
718,0.0,,,601084
719,0.0,,,601920
720,0.0,,,602756
721,0.0,,,603592
722,0.0,,,604428
723,0.0,,,605264
724,0.0,,,606100
725,0.0,,,606936
726,0.0,,,607772
727,0.0,,,608608
728,0.0,,,609444
729,0.0,,,610280
730,0.0,,,611116
731,0.0,,,611952
732,0.0,,,612788
733,0.0,,,613624
734,0.0,,,614460
735,0.0,,,615296
736,0.0,,,616132
737,0.0,,,616968
738,0.0,,,617804
739,0.0,,,618640
740,0.0,,,619476
741,0.0,,,620312
742,0.0,,,621148
743,0.0,,,621984
744,0.0,,,622820
745,0.0,,,623656
746,0.0,,,624492
747,0.0,,,625328
748,0.0,,,626164
749,0.0,,,627000
750,0.0,,,627836
751,0.0,,,628672
752,0.0,,,629508
753,0.0,,,630344
754,0.0,,,631180
755,0.0,,,632016
756,0.0,,,632852
757,0.0,,,633688
758,0.0,,,634524
759,0.0,,,635360
760,0.0,,,636196
761,0.0,,,637032
762,0.0,,,637868
763,0.0,,,638704
764,0.0,,,639540
765,0.0,,,640376
766,0.0,,,641212
767,0.0,,,642048
768,0.0,,,642884
769,0.0,,,643720
770,0.0,,,644556
771,0.0,,,645392
772,0.0,,,646228
773,0.0,,,647064
774,0.0,,,647900
775,0.0,,,648736
776,0.0,,,649572
777,0.0,,,650408
778,0.0,,,651244
779,0.0,,,652080
780,0.0,,,652916
781,0.0,,,653752
782,0.0,,,654588
783,0.0,,,655424
784,0.0,,,656260
785,0.0,,,657096
786,0.0,,,657932
787,0.0,,,658768
788,0.0,,,659604
789,0.0,,,660440
790,0.0,,,661276
791,0.0,,,662112
792,0.0,,,662948
793,0.0,,,663784
794,0.0,,,664620
795,0.0,,,665456
796,0.0,,,666292
797,0.0,,,667128
798,0.0,,,667964
799,0.0,,,668800
800,0.0,,,669636
801,0.0,,,670472
802,0.0,,,671308
803,0.0,,,672144
804,0.0,,,672980
805,0.0,,,673816
806,0.0,,,674652
807,0.0,,,675488
808,0.0,,,676324
809,0.0,,,677160
810,0.0,,,677996
811,0.0,,,678832
812,0.0,,,679668
813,0.0,,,680504
814,0.0,,,681340
815,0.0,,,682176
816,0.0,,,683012
817,0.0,,,683848
818,0.0,,,684684
819,0.0,,,685520
820,0.0,,,686356
821,0.0,,,687192
822,0.0,,,688028
823,0.0,,,688864
824,0.0,,,689700
825,0.0,,,690536
826,0.0,,,691372
827,0.0,,,692208
828,0.0,,,693044
829,0.0,,,693880
830,0.0,,,694716
831,0.0,,,695552
832,0.0,,,696388
833,0.0,,,697224
834,0.0,,,698060
835,0.0,,,698896
836,0.0,,,699732
837,0.0,,,700568
838,0.0,,,701404
839,0.0,,,702240
840,0.0,,,703076
841,0.0,,,703912
842,0.0,,,704748
843,0.0,,,705584
844,0.0,,,706420
845,0.0,,,707256
846,0.0,,,708092
847,0.0,,,708928
848,0.0,,,709764
849,0.0,,,710600
850,0.0,,,711436
851,0.0,,,712272
852,0.0,,,713108
853,0.0,,,713944
854,0.0,,,714780
855,0.0,,,715616
856,0.0,,,716452
857,0.0,,,717288
858,0.0,,,718124
859,0.0,,,718960
860,0.0,,,719796
861,0.0,,,720632
862,0.0,,,721468
863,0.0,,,722304
864,0.0,,,723140
865,0.0,,,723976
866,0.0,,,724812
867,0.0,,,725648
868,0.0,,,726484
869,0.0,,,727320
870,0.0,,,728156
871,0.0,,,728992
872,0.0,,,729828
873,0.0,,,730664
874,0.0,,,731500
875,0.0,,,732336
876,0.0,,,733172
877,0.0,,,734008
878,0.0,,,734844
879,0.0,,,735680
880,0.0,,,736516
881,0.0,,,737352
882,0.0,,,738188
883,0.0,,,739024
884,0.0,,,739860
885,0.0,,,740696
886,0.0,,,741532
887,0.0,,,742368
888,0.0,,,743204
889,0.0,,,744040
890,0.0,,,744876
891,0.0,,,745712
892,0.0,,,746548
893,0.0,,,747384
894,0.0,,,748220
895,0.0,,,749056
896,0.0,,,749892
897,0.0,,,750728
898,0.0,,,751564
899,0.0,,,752400
900,0.0,,,753236
901,0.0,,,754072
902,0.0,,,754908
903,0.0,,,755744
904,0.0,,,756580
905,0.0,,,757416
906,0.0,,,758252
907,0.0,,,759088
908,0.0,,,759924
909,0.0,,,760760
910,0.0,,,761596
911,0.0,,,762432
912,0.0,,,763268
913,0.0,,,764104
914,0.0,,,764940
915,0.0,,,765776
916,0.0,,,766612
917,0.0,,,767448
918,0.0,,,768284
919,0.0,,,769120
920,0.0,,,769956
921,0.0,,,770792
922,0.0,,,771628
923,0.0,,,772464
924,0.0,,,773300
925,0.0,,,774136
926,0.0,,,774972
927,0.0,,,775808
928,0.0,,,776644
929,0.0,,,777480
930,0.0,,,778316
931,0.0,,,779152
932,0.0,,,779988
933,0.0,,,780824
934,0.0,,,781660
935,0.0,,,782496
936,0.0,,,783332
937,0.0,,,784168
938,0.0,,,785004
939,0.0,,,785840
940,0.0,,,786676
941,0.0,,,787512
942,0.0,,,788348
943,0.0,,,789184
944,0.0,,,790020
945,0.0,,,790856
946,0.0,,,791692
947,0.0,,,792528
948,0.0,,,793364
949,0.0,,,794200
950,0.0,,,795036
951,0.0,,,795872
952,0.0,,,796708
953,0.0,,,797544
954,0.0,,,798380
955,0.0,,,799216
956,0.0,,,800052
957,0.0,,,800888
958,0.0,,,801724
959,0.0,,,802560
960,0.0,,,803396
961,0.0,,,804232
962,0.0,,,805068
963,0.0,,,805904
964,0.0,,,806740
965,0.0,,,807576
966,0.0,,,808412
967,0.0,,,809248
968,0.0,,,810084
969,0.0,,,810920
970,0.0,,,811756
971,0.0,,,812592
972,0.0,,,813428
973,0.0,,,814264
974,0.0,,,815100
975,0.0,,,815936
976,0.0,,,816772
977,0.0,,,817608
978,0.0,,,818444
979,0.0,,,819280
980,0.0,,,820116
981,0.0,,,820952
982,0.0,,,821788
983,0.0,,,822624
984,0.0,,,823460
985,0.0,,,824296
986,0.0,,,825132
987,0.0,,,825968
988,0.0,,,826804
989,0.0,,,827640
990,0.0,,,828476
991,0.0,,,829312
992,0.0,,,830148
993,0.0,,,830984
994,0.0,,,831820
995,0.0,,,832656
996,0.0,,,833492
997,0.0,,,834328
998,0.0,,,835164
999,0.0,,,836000
